NOMESIGMAI,NOMESIG,NOME,UF,GEOCODIGO,LATITUDE,LATITUDEGM,LONGITUDE,LONGITUDEG,RGINT,RGI
HERVEIRASRS,HerveirasRS,Herveiras,RS,"4309571",-29.454357,29° 27' 15.68'' S,-52.650536,52° 39' 1.93'' O,Santa Cruz do Sul - Lajeado,Santa Cruz do Sul
HORIZONTINARS,HorizontinaRS,Horizontina,RS,"4309605",-27.625977,27° 37' 33.51'' S,-54.308052,54° 18' 28.99'' O,Ijuí,Três de Maio
HULHA NEGRARS,Hulha NegraRS,Hulha Negra,RS,"4309654",-31.404024,31° 24' 14.48'' S,-53.869102,53° 52' 8.77'' O,Pelotas,Bagé
HUMAITÁRS,HumaitáRS,Humaitá,RS,"4309704",-27.56551,27° 33' 55.83'' S,-53.967464,53° 58' 2.87'' O,Ijuí,Três Passos
IBARAMARS,IbaramaRS,Ibarama,RS,"4309753",-29.420977,29° 25' 15.51'' S,-53.13287,53° 7' 58.33'' O,Santa Cruz do Sul - Lajeado,Sobradinho
IBIAÇÁRS,IbiaçáRS,Ibiaçá,RS,"4309803",-28.057137,28° 3' 25.69'' S,-51.85724,51° 51' 26.06'' O,Passo Fundo,Tapejara - Sananduva
IBIRAIARASRS,IbiraiarasRS,Ibiraiaras,RS,"4309902",-28.370079,28° 22' 12.29'' S,-51.63692,51° 38' 12.91'' O,Passo Fundo,Lagoa Vermelha
IBIRAPUITÃRS,IbirapuitãRS,Ibirapuitã,RS,"4309951",-28.624,28° 37' 26.4'' S,-52.511,52° 30' 39.6'' O,Passo Fundo,Soledade
IBIRUBÁRS,IbirubáRS,Ibirubá,RS,"4310009",-28.628,28° 37' 40.8'' S,-53.09,53° 5' 24.0'' O,Passo Fundo,Cruz Alta
IGREJINHARS,IgrejinhaRS,Igrejinha,RS,"4310108",-29.574007,29° 34' 26.43'' S,-50.790077,50° 47' 24.27'' O,Porto Alegre,Taquara - Parobé - Igrejinha
IJUÍRS,IjuíRS,Ijuí,RS,"4310207",-28.388,28° 23' 16.8'' S,-53.915,53° 54' 54.0'' O,Ijuí,Ijuí
ILÓPOLISRS,IlópolisRS,Ilópolis,RS,"4310306",-28.927845,28° 55' 40.24'' S,-52.12559,52° 7' 32.13'' O,Santa Cruz do Sul - Lajeado,Encantado
IMBÉRS,ImbéRS,Imbé,RS,"4310330",-29.974998,29° 58' 30.0'' S,-50.128067,50° 7' 41.04'' O,Porto Alegre,Tramandaí - Osório
IMIGRANTERS,ImigranteRS,Imigrante,RS,"4310363",-29.355,29° 21' 18.0'' S,-51.777,51° 46' 37.2'' O,Santa Cruz do Sul - Lajeado,Lajeado
INDEPENDÊNCIARS,IndependênciaRS,Independência,RS,"4310405",-27.850763,27° 51' 2.75'' S,-54.191017,54° 11' 27.67'' O,Ijuí,Três de Maio
INHACORÁRS,InhacoráRS,Inhacorá,RS,"4310413",-27.883066,27° 52' 59.04'' S,-54.01697,54° 1' 1.09'' O,Ijuí,Ijuí
IPÊRS,IpêRS,Ipê,RS,"4310439",-28.819784,28° 49' 11.22'' S,-51.28122,51° 16' 52.38'' O,Caxias do Sul,Caxias do Sul
IPIRANGA DO SULRS,Ipiranga do SulRS,Ipiranga do Sul,RS,"4310462",-27.93723,27° 56' 14.03'' S,-52.425404,52° 25' 31.46'' O,Passo Fundo,Erechim
IRAÍRS,IraíRS,Iraí,RS,"4310504",-27.19275,27° 11' 33.9'' S,-53.25666,53° 15' 23.98'' O,Passo Fundo,Frederico Westphalen
ITAARARS,ItaaraRS,Itaara,RS,"4310538",-29.61,29° 36' 36.0'' S,-53.765,53° 45' 54.0'' O,Santa Maria,Santa Maria
ITACURUBIRS,ItacurubiRS,Itacurubi,RS,"4310553",-28.798426,28° 47' 54.33'' S,-55.235825,55° 14' 8.97'' O,Santa Maria,Santiago
ITAPUCARS,ItapucaRS,Itapuca,RS,"4310579",-28.780533,28° 46' 49.92'' S,-52.172756,52° 10' 21.92'' O,Passo Fundo,Soledade
ITAQUIRS,ItaquiRS,Itaqui,RS,"4310603",-29.125,29° 7' 30.0'' S,-56.553,56° 33' 10.8'' O,Uruguaiana,São Borja
ITATIRS,ItatiRS,Itati,RS,"4310652",-29.48893,29° 29' 20.14'' S,-50.105045,50° 6' 18.17'' O,Porto Alegre,Tramandaí - Osório
ITATIBA DO SULRS,Itatiba do SulRS,Itatiba do Sul,RS,"4310702",-27.385227,27° 23' 6.82'' S,-52.455826,52° 27' 20.97'' O,Passo Fundo,Erechim
IVORÁRS,IvoráRS,Ivorá,RS,"4310751",-29.52,29° 31' 12.0'' S,-53.581,53° 34' 51.6'' O,Santa Maria,Santa Maria
IVOTIRS,IvotiRS,Ivoti,RS,"4310801",-29.610815,29° 36' 38.93'' S,-51.16355,51° 9' 48.78'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
JABOTICABARS,JaboticabaRS,Jaboticaba,RS,"4310850",-27.632921,27° 37' 58.51'' S,-53.278362,53° 16' 42.1'' O,Passo Fundo,Frederico Westphalen
JACUIZINHORS,JacuizinhoRS,Jacuizinho,RS,"4310876",-29.033878,29° 2' 1.96'' S,-53.059464,53° 3' 34.07'' O,Passo Fundo,Cruz Alta
JACUTINGARS,JacutingaRS,Jacutinga,RS,"4310900",-27.729277,27° 43' 45.4'' S,-52.536533,52° 32' 11.52'' O,Passo Fundo,Erechim
JAGUARÃORS,JaguarãoRS,Jaguarão,RS,"4311007",-32.566,32° 33' 57.6'' S,-53.376,53° 22' 33.6'' O,Pelotas,Pelotas
JAGUARIRS,JaguariRS,Jaguari,RS,"4311106",-29.497002,29° 29' 49.21'' S,-54.69,54° 41' 23.99'' O,Santa Maria,Santa Maria
JAQUIRANARS,JaquiranaRS,Jaquirana,RS,"4311122",-28.883932,28° 53' 2.15'' S,-50.35828,50° 21' 29.8'' O,Caxias do Sul,Vacaria
JARIRS,JariRS,Jari,RS,"4311130",-29.289883,29° 17' 23.58'' S,-54.22162,54° 13' 17.83'' O,Santa Maria,Santa Maria
JÓIARS,JóiaRS,Jóia,RS,"4311155",-28.647,28° 38' 49.2'' S,-54.122,54° 7' 19.2'' O,Ijuí,Ijuí
JÚLIO DE CASTILHOSRS,Júlio de CastilhosRS,Júlio de Castilhos,RS,"4311205",-29.227,29° 13' 37.2'' S,-53.682,53° 40' 55.2'' O,Santa Maria,Santa Maria
LAGOA BONITA DO SULRS,Lagoa Bonita do SulRS,Lagoa Bonita do Sul,RS,"4311239",-29.489311,29° 29' 21.52'' S,-53.013958,53° 0' 50.25'' O,Santa Cruz do Sul - Lajeado,Sobradinho
LAGOÃORS,LagoãoRS,Lagoão,RS,"4311254",-29.223158,29° 13' 23.37'' S,-52.77204,52° 46' 19.36'' O,Santa Cruz do Sul - Lajeado,Sobradinho
LAGOA DOS TRÊS CANTOSRS,Lagoa dos Três CantosRS,Lagoa dos Três Cantos,RS,"4311270",-28.571,28° 34' 15.6'' S,-52.858,52° 51' 28.8'' O,Passo Fundo,Passo Fundo
LAGOA VERMELHARS,Lagoa VermelhaRS,Lagoa Vermelha,RS,"4311304",-28.212255,28° 12' 44.12'' S,-51.523075,51° 31' 23.07'' O,Passo Fundo,Lagoa Vermelha
LAJEADORS,LajeadoRS,Lajeado,RS,"4311403",-29.45706,29° 27' 25.41'' S,-51.96856,51° 58' 6.81'' O,Santa Cruz do Sul - Lajeado,Lajeado
LAJEADO DO BUGRERS,Lajeado do BugreRS,Lajeado do Bugre,RS,"4311429",-27.690048,27° 41' 24.17'' S,-53.182224,53° 10' 56.0'' O,Passo Fundo,Palmeira das Missões
LAVRAS DO SULRS,Lavras do SulRS,Lavras do Sul,RS,"4311502",-30.813,30° 48' 46.8'' S,-53.895,53° 53' 42.0'' O,Santa Maria,São Gabriel - Caçapava do Sul
LIBERATO SALZANORS,Liberato SalzanoRS,Liberato Salzano,RS,"4311601",-27.6,27° 35' 60.0'' S,-53.072773,53° 4' 21.98'' O,Passo Fundo,Frederico Westphalen
LINDOLFO COLLORRS,Lindolfo CollorRS,Lindolfo Collor,RS,"4311627",-29.597,29° 35' 49.2'' S,-51.209,51° 12' 32.4'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
LINHA NOVARS,Linha NovaRS,Linha Nova,RS,"4311643",-29.468,29° 28' 4.8'' S,-51.201,51° 12' 3.6'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
MACHADINHORS,MachadinhoRS,Machadinho,RS,"4311700",-27.567757,27° 34' 3.92'' S,-51.668674,51° 40' 7.23'' O,Passo Fundo,Lagoa Vermelha
MAÇAMBARÁRS,MaçambaráRS,Maçambará,RS,"4311718",-29.14729,29° 8' 50.24'' S,-56.063686,56° 3' 49.27'' O,Uruguaiana,São Borja
MAMPITUBARS,MampitubaRS,Mampituba,RS,"4311734",-29.210932,29° 12' 39.36'' S,-49.935074,49° 56' 6.26'' O,Porto Alegre,Torres
MANOEL VIANARS,Manoel VianaRS,Manoel Viana,RS,"4311759",-29.589016,29° 35' 20.46'' S,-55.483,55° 28' 58.81'' O,Uruguaiana,Uruguaiana
MAQUINÉRS,MaquinéRS,Maquiné,RS,"4311775",-29.675034,29° 40' 30.12'' S,-50.20692,50° 12' 24.91'' O,Porto Alegre,Tramandaí - Osório
MARATÁRS,MaratáRS,Maratá,RS,"4311791",-29.549654,29° 32' 58.75'' S,-51.55577,51° 33' 20.77'' O,Porto Alegre,Montenegro
MARAURS,MarauRS,Marau,RS,"4311809",-28.442015,28° 26' 31.25'' S,-52.206184,52° 12' 22.27'' O,Passo Fundo,Marau
MARCELINO RAMOSRS,Marcelino RamosRS,Marcelino Ramos,RS,"4311908",-27.464296,27° 27' 51.47'' S,-51.908936,51° 54' 32.17'' O,Passo Fundo,Erechim
MARIANA PIMENTELRS,Mariana PimentelRS,Mariana Pimentel,RS,"4311981",-30.353,30° 21' 10.8'' S,-51.583,51° 34' 58.8'' O,Porto Alegre,Porto Alegre
MARIANO MORORS,Mariano MoroRS,Mariano Moro,RS,"4312005",-27.35426,27° 21' 15.33'' S,-52.147984,52° 8' 52.74'' O,Passo Fundo,Erechim
MARQUES DE SOUZARS,Marques de SouzaRS,Marques de Souza,RS,"4312054",-29.329844,29° 19' 47.44'' S,-52.097614,52° 5' 51.41'' O,Santa Cruz do Sul - Lajeado,Lajeado
MATARS,MataRS,Mata,RS,"4312104",-29.566105,29° 33' 57.98'' S,-54.459904,54° 27' 35.65'' O,Santa Maria,Santa Maria
MATO CASTELHANORS,Mato CastelhanoRS,Mato Castelhano,RS,"4312138",-28.276552,28° 16' 35.59'' S,-52.196583,52° 11' 47.7'' O,Passo Fundo,Passo Fundo
MATO LEITÃORS,Mato LeitãoRS,Mato Leitão,RS,"4312153",-29.524,29° 31' 26.4'' S,-52.129,52° 7' 44.4'' O,Santa Cruz do Sul - Lajeado,Santa Cruz do Sul
MATO QUEIMADORS,Mato QueimadoRS,Mato Queimado,RS,"4312179",-28.256218,28° 15' 22.38'' S,-54.61633,54° 36' 58.79'' O,Ijuí,Cerro Largo
MAXIMILIANO DE ALMEIDARS,Maximiliano de AlmeidaRS,Maximiliano de Almeida,RS,"4312203",-27.63266,27° 37' 57.57'' S,-51.80172,51° 48' 6.19'' O,Passo Fundo,Tapejara - Sananduva
MINAS DO LEÃORS,Minas do LeãoRS,Minas do Leão,RS,"4312252",-30.127,30° 7' 37.2'' S,-52.048,52° 2' 52.8'' O,Porto Alegre,Charqueadas - Triunfo - São Jerônimo
MIRAGUAÍRS,MiraguaíRS,Miraguaí,RS,"4312302",-27.496616,27° 29' 47.82'' S,-53.68628,53° 41' 10.6'' O,Ijuí,Três Passos
MONTAURIRS,MontauriRS,Montauri,RS,"4312351",-28.653997,28° 39' 14.39'' S,-52.07718,52° 4' 37.84'' O,Caxias do Sul,Nova Prata - Guaporé
MONTE ALEGRE DOS CAMPOSRS,Monte Alegre dos CamposRS,Monte Alegre dos Campos,RS,"4312377",-28.683065,28° 40' 59.04'' S,-50.78312,50° 46' 59.23'' O,Caxias do Sul,Vacaria
MONTE BELO DO SULRS,Monte Belo do SulRS,Monte Belo do Sul,RS,"4312385",-29.163206,29° 9' 47.54'' S,-51.633976,51° 38' 2.31'' O,Caxias do Sul,Bento Gonçalves
MONTENEGRORS,MontenegroRS,Montenegro,RS,"4312401",-29.687256,29° 41' 14.12'' S,-51.460403,51° 27' 37.45'' O,Porto Alegre,Montenegro
MORMAÇORS,MormaçoRS,Mormaço,RS,"4312427",-28.692,28° 41' 31.2'' S,-52.692,52° 41' 31.2'' O,Passo Fundo,Soledade
MORRINHOS DO SULRS,Morrinhos do SulRS,Morrinhos do Sul,RS,"4312443",-29.365019,29° 21' 54.07'' S,-49.93495,49° 56' 5.83'' O,Porto Alegre,Torres
MORRO REDONDORS,Morro RedondoRS,Morro Redondo,RS,"4312450",-31.58802,31° 35' 16.87'' S,-52.63299,52° 37' 58.77'' O,Pelotas,Pelotas
MORRO REUTERRS,Morro ReuterRS,Morro Reuter,RS,"4312476",-29.538,29° 32' 16.8'' S,-51.081,51° 4' 51.6'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
MOSTARDASRS,MostardasRS,Mostardas,RS,"4312500",-31.107,31° 6' 25.2'' S,-50.921,50° 55' 15.6'' O,Porto Alegre,Porto Alegre
MUÇUMRS,MuçumRS,Muçum,RS,"4312609",-29.166813,29° 10' 0.52'' S,-51.87478,51° 52' 29.21'' O,Santa Cruz do Sul - Lajeado,Encantado
MUITOS CAPÕESRS,Muitos CapõesRS,Muitos Capões,RS,"4312617",-28.317377,28° 19' 2.56'' S,-51.18463,51° 11' 4.68'' O,Caxias do Sul,Vacaria
MULITERNORS,MuliternoRS,Muliterno,RS,"4312625",-28.330109,28° 19' 48.39'' S,-51.76952,51° 46' 10.28'' O,Passo Fundo,Marau
NÃO-ME-TOQUERS,Não-Me-ToqueRS,Não-Me-Toque,RS,"4312658",-28.459,28° 27' 32.4'' S,-52.821,52° 49' 15.6'' O,Passo Fundo,Carazinho
NICOLAU VERGUEIRORS,Nicolau VergueiroRS,Nicolau Vergueiro,RS,"4312674",-28.536135,28° 32' 10.09'' S,-52.462563,52° 27' 45.22'' O,Passo Fundo,Passo Fundo
NONOAIRS,NonoaiRS,Nonoai,RS,"4312708",-27.365385,27° 21' 55.39'' S,-52.77313,52° 46' 23.27'' O,Passo Fundo,Nonoai
NOVA ALVORADARS,Nova AlvoradaRS,Nova Alvorada,RS,"4312757",-28.674742,28° 40' 29.07'' S,-52.16689,52° 10' 0.81'' O,Passo Fundo,Marau
NOVA ARAÇÁRS,Nova AraçáRS,Nova Araçá,RS,"4312807",-28.659414,28° 39' 33.89'' S,-51.759464,51° 45' 34.07'' O,Caxias do Sul,Nova Prata - Guaporé
NOVA BASSANORS,Nova BassanoRS,Nova Bassano,RS,"4312906",-28.733398,28° 44' 0.24'' S,-51.70198,51° 42' 7.13'' O,Caxias do Sul,Nova Prata - Guaporé
NOVA BOA VISTARS,Nova Boa VistaRS,Nova Boa Vista,RS,"4312955",-27.993279,27° 59' 35.8'' S,-52.980274,52° 58' 48.99'' O,Passo Fundo,Carazinho
NOVA BRÉSCIARS,Nova BrésciaRS,Nova Bréscia,RS,"4313003",-29.214,29° 12' 50.4'' S,-52.028,52° 1' 40.8'' O,Santa Cruz do Sul - Lajeado,Encantado
NOVA CANDELÁRIARS,Nova CandeláriaRS,Nova Candelária,RS,"4313011",-27.606934,27° 36' 24.96'' S,-54.106934,54° 6' 24.96'' O,Ijuí,Três de Maio
NOVA ESPERANÇA DO SULRS,Nova Esperança do SulRS,Nova Esperança do Sul,RS,"4313037",-29.41001,29° 24' 36.04'' S,-54.828983,54° 49' 44.34'' O,Santa Maria,Santiago
NOVA HARTZRS,Nova HartzRS,Nova Hartz,RS,"4313060",-29.582949,29° 34' 58.61'' S,-50.902027,50° 54' 7.29'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
NOVA PÁDUARS,Nova PáduaRS,Nova Pádua,RS,"4313086",-29.029,29° 1' 44.4'' S,-51.307,51° 18' 25.2'' O,Caxias do Sul,Caxias do Sul
NOVA PALMARS,Nova PalmaRS,Nova Palma,RS,"4313102",-29.472,29° 28' 19.2'' S,-53.469,53° 28' 8.4'' O,Santa Maria,Santa Maria
NOVA PETRÓPOLISRS,Nova PetrópolisRS,Nova Petrópolis,RS,"4313201",-29.362976,29° 21' 46.72'' S,-51.086563,51° 5' 11.63'' O,Caxias do Sul,Caxias do Sul
NOVA PRATARS,Nova PrataRS,Nova Prata,RS,"4313300",-28.78249,28° 46' 56.97'' S,-51.61002,51° 36' 36.07'' O,Caxias do Sul,Nova Prata - Guaporé
NOVA RAMADARS,Nova RamadaRS,Nova Ramada,RS,"4313334",-28.064,28° 3' 50.4'' S,-53.697,53° 41' 49.2'' O,Ijuí,Ijuí
NOVA ROMA DO SULRS,Nova Roma do SulRS,Nova Roma do Sul,RS,"4313359",-28.989193,28° 59' 21.1'' S,-51.4085,51° 24' 30.61'' O,Caxias do Sul,Caxias do Sul
NOVA SANTA RITARS,Nova Santa RitaRS,Nova Santa Rita,RS,"4313375",-29.850573,29° 51' 2.06'' S,-51.27601,51° 16' 33.64'' O,Porto Alegre,Porto Alegre
NOVO CABRAISRS,Novo CabraisRS,Novo Cabrais,RS,"4313391",-29.735,29° 44' 6.0'' S,-52.948,52° 56' 52.8'' O,Santa Maria,Cachoeira do Sul
NOVO HAMBURGORS,Novo HamburgoRS,Novo Hamburgo,RS,"4313409",-29.685005,29° 41' 6.02'' S,-51.141148,51° 8' 28.14'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
NOVO MACHADORS,Novo MachadoRS,Novo Machado,RS,"4313425",-27.573986,27° 34' 26.35'' S,-54.50499,54° 30' 17.97'' O,Ijuí,Santa Rosa
NOVO TIRADENTESRS,Novo TiradentesRS,Novo Tiradentes,RS,"4313441",-27.562994,27° 33' 46.78'' S,-53.183235,53° 10' 59.64'' O,Passo Fundo,Frederico Westphalen
NOVO XINGURS,Novo XinguRS,Novo Xingu,RS,"4313466",-27.747927,27° 44' 52.54'' S,-53.060562,53° 3' 38.02'' O,Passo Fundo,Carazinho
NOVO BARREIRORS,Novo BarreiroRS,Novo Barreiro,RS,"4313490",-27.907625,27° 54' 27.45'' S,-53.113083,53° 6' 47.1'' O,Passo Fundo,Palmeira das Missões
OSÓRIORS,OsórioRS,Osório,RS,"4313508",-29.886913,29° 53' 12.89'' S,-50.27003,50° 16' 12.11'' O,Porto Alegre,Tramandaí - Osório
PAIM FILHORS,Paim FilhoRS,Paim Filho,RS,"4313607",-27.709108,27° 42' 32.79'' S,-51.76157,51° 45' 41.65'' O,Passo Fundo,Tapejara - Sananduva
PALMARES DO SULRS,Palmares do SulRS,Palmares do Sul,RS,"4313656",-30.258,30° 15' 28.8'' S,-50.51,50° 30' 36.0'' O,Porto Alegre,Porto Alegre
PALMEIRA DAS MISSÕESRS,Palmeira das MissõesRS,Palmeira das Missões,RS,"4313706",-27.900791,27° 54' 2.85'' S,-53.308758,53° 18' 31.52'' O,Passo Fundo,Palmeira das Missões
PALMITINHORS,PalmitinhoRS,Palmitinho,RS,"4313805",-27.352608,27° 21' 9.39'' S,-53.55715,53° 33' 25.75'' O,Passo Fundo,Frederico Westphalen
PANAMBIRS,PanambiRS,Panambi,RS,"4313904",-28.293,28° 17' 34.8'' S,-53.502,53° 30' 7.2'' O,Ijuí,Ijuí
PANTANO GRANDERS,Pantano GrandeRS,Pantano Grande,RS,"4313953",-30.191,30° 11' 27.6'' S,-52.374,52° 22' 26.4'' O,Santa Cruz do Sul - Lajeado,Santa Cruz do Sul
PARAÍRS,ParaíRS,Paraí,RS,"4314001",-28.593737,28° 35' 37.45'' S,-51.78761,51° 47' 15.39'' O,Caxias do Sul,Nova Prata - Guaporé
PARAÍSO DO SULRS,Paraíso do SulRS,Paraíso do Sul,RS,"4314027",-29.730476,29° 43' 49.72'' S,-53.179375,53° 10' 45.75'' O,Santa Maria,Cachoeira do Sul
PARECI NOVORS,Pareci NovoRS,Pareci Novo,RS,"4314035",-29.639896,29° 38' 23.63'' S,-51.400906,51° 24' 3.26'' O,Porto Alegre,Montenegro
PAROBÉRS,ParobéRS,Parobé,RS,"4314050",-29.629036,29° 37' 44.53'' S,-50.834953,50° 50' 5.84'' O,Porto Alegre,Taquara - Parobé - Igrejinha
PASSA SETERS,Passa SeteRS,Passa Sete,RS,"4314068",-29.447426,29° 26' 50.73'' S,-52.96532,52° 57' 55.15'' O,Santa Cruz do Sul - Lajeado,Sobradinho
PASSO DO SOBRADORS,Passo do SobradoRS,Passo do Sobrado,RS,"4314076",-29.748,29° 44' 52.8'' S,-52.275,52° 16' 30.0'' O,Santa Cruz do Sul - Lajeado,Santa Cruz do Sul
PASSO FUNDORS,Passo FundoRS,Passo Fundo,RS,"4314100",-28.259613,28° 15' 34.61'' S,-52.406944,52° 24' 25.0'' O,Passo Fundo,Passo Fundo
PAULO BENTORS,Paulo BentoRS,Paulo Bento,RS,"4314134",-27.7029,27° 42' 10.44'' S,-52.42261,52° 25' 21.4'' O,Passo Fundo,Erechim
PAVERAMARS,PaveramaRS,Paverama,RS,"4314159",-29.556023,29° 33' 21.68'' S,-51.73599,51° 44' 9.56'' O,Santa Cruz do Sul - Lajeado,Lajeado
PEDRAS ALTASRS,Pedras AltasRS,Pedras Altas,RS,"4314175",-31.732878,31° 43' 58.36'' S,-53.58386,53° 35' 1.89'' O,Pelotas,Bagé
PEDRO OSÓRIORS,Pedro OsórioRS,Pedro Osório,RS,"4314209",-31.866453,31° 51' 59.23'' S,-52.822968,52° 49' 22.69'' O,Pelotas,Pelotas
PEJUÇARARS,PejuçaraRS,Pejuçara,RS,"4314308",-28.423,28° 25' 22.8'' S,-53.656,53° 39' 21.6'' O,Ijuí,Ijuí
PELOTASRS,PelotasRS,Pelotas,RS,"4314407",-31.771605,31° 46' 17.77'' S,-52.343803,52° 20' 37.69'' O,Pelotas,Pelotas
PICADA CAFÉRS,Picada CaféRS,Picada Café,RS,"4314423",-29.45321,29° 27' 11.56'' S,-51.133976,51° 8' 2.31'' O,Caxias do Sul,Caxias do Sul
PINHALRS,PinhalRS,Pinhal,RS,"4314456",-27.51295,27° 30' 46.63'' S,-53.21589,53° 12' 57.2'' O,Passo Fundo,Frederico Westphalen
PINHAL DA SERRARS,Pinhal da SerraRS,Pinhal da Serra,RS,"4314464",-27.875158,27° 52' 30.57'' S,-51.17002,51° 10' 12.07'' O,Caxias do Sul,Vacaria
PINHAL GRANDERS,Pinhal GrandeRS,Pinhal Grande,RS,"4314472",-29.336864,29° 20' 12.71'' S,-53.340862,53° 20' 27.11'' O,Santa Maria,Santa Maria
PINHEIRINHO DO VALERS,Pinheirinho do ValeRS,Pinheirinho do Vale,RS,"4314498",-27.211721,27° 12' 42.19'' S,-53.616592,53° 36' 59.73'' O,Passo Fundo,Frederico Westphalen
PINHEIRO MACHADORS,Pinheiro MachadoRS,Pinheiro Machado,RS,"4314506",-31.578028,31° 34' 40.9'' S,-53.381104,53° 22' 51.97'' O,Pelotas,Bagé
PINTO BANDEIRARS,Pinto BandeiraRS,Pinto Bandeira,RS,"4314548",-29.097221,29° 5' 50.0'' S,-51.450554,51° 27' 2.0'' O,Caxias do Sul,Bento Gonçalves
PIRAPÓRS,PirapóRS,Pirapó,RS,"4314555",-28.045,28° 2' 42.0'' S,-55.199,55° 11' 56.4'' O,Ijuí,São Luiz Gonzaga
PIRATINIRS,PiratiniRS,Piratini,RS,"4314605",-31.447948,31° 26' 52.61'' S,-53.104046,53° 6' 14.57'' O,Pelotas,Pelotas
PLANALTORS,PlanaltoRS,Planalto,RS,"4314704",-27.334164,27° 20' 2.99'' S,-53.056133,53° 3' 22.07'' O,Passo Fundo,Nonoai
POÇO DAS ANTASRS,Poço das AntasRS,Poço das Antas,RS,"4314753",-29.45,29° 26' 60.0'' S,-51.671,51° 40' 15.6'' O,Santa Cruz do Sul - Lajeado,Lajeado
PONTÃORS,PontãoRS,Pontão,RS,"4314779",-28.059,28° 3' 32.4'' S,-52.677,52° 40' 37.2'' O,Passo Fundo,Passo Fundo
PONTE PRETARS,Ponte PretaRS,Ponte Preta,RS,"4314787",-27.658442,27° 39' 30.39'' S,-52.49019,52° 29' 24.68'' O,Passo Fundo,Erechim
PORTÃORS,PortãoRS,Portão,RS,"4314803",-29.698238,29° 41' 53.66'' S,-51.236824,51° 14' 12.57'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
PORTO ALEGRERS,Porto AlegreRS,Porto Alegre,RS,"4314902",-30.037857,30° 2' 16.29'' S,-51.227036,51° 13' 37.33'' O,Porto Alegre,Porto Alegre
PORTO LUCENARS,Porto LucenaRS,Porto Lucena,RS,"4315008",-27.855999,27° 51' 21.59'' S,-55.016148,55° 0' 58.13'' O,Ijuí,Santa Rosa
PORTO MAUÁRS,Porto MauáRS,Porto Mauá,RS,"4315057",-27.575039,27° 34' 30.14'' S,-54.668037,54° 40' 4.93'' O,Ijuí,Santa Rosa
PORTO VERA CRUZRS,Porto Vera CruzRS,Porto Vera Cruz,RS,"4315073",-27.736029,27° 44' 9.7'' S,-54.90096,54° 54' 3.45'' O,Ijuí,Santa Rosa
PORTO XAVIERRS,Porto XavierRS,Porto Xavier,RS,"4315107",-27.906002,27° 54' 21.61'' S,-55.137993,55° 8' 16.78'' O,Ijuí,Cerro Largo
POUSO NOVORS,Pouso NovoRS,Pouso Novo,RS,"4315131",-29.171,29° 10' 15.6'' S,-52.208,52° 12' 28.8'' O,Santa Cruz do Sul - Lajeado,Lajeado
PRESIDENTE LUCENARS,Presidente LucenaRS,Presidente Lucena,RS,"4315149",-29.517084,29° 31' 1.51'' S,-51.177395,51° 10' 38.63'' O,Porto Alegre,Novo Hamburgo - São Leopoldo
PROGRESSORS,ProgressoRS,Progresso,RS,"4315156",-29.243032,29° 14' 34.91'' S,-52.31123,52° 18' 40.43'' O,Santa Cruz do Sul - Lajeado,Lajeado
PROTÁSIO ALVESRS,Protásio AlvesRS,Protásio Alves,RS,"4315172",-28.758785,28° 45' 31.63'' S,-51.473965,51° 28' 26.28'' O,Caxias do Sul,Nova Prata - Guaporé
PUTINGARS,PutingaRS,Putinga,RS,"4315206",-29.001062,29° 0' 3.82'' S,-52.156643,52° 9' 23.92'' O,Santa Cruz do Sul - Lajeado,Encantado
QUARAÍRS,QuaraíRS,Quaraí,RS,"4315305",-30.388,30° 23' 16.8'' S,-56.451,56° 27' 3.6'' O,Uruguaiana,Santana do Livramento
QUATRO IRMÃOSRS,Quatro IrmãosRS,Quatro Irmãos,RS,"4315313",-27.822567,27° 49' 21.24'' S,-52.442917,52° 26' 34.49'' O,Passo Fundo,Erechim
QUEVEDOSRS,QuevedosRS,Quevedos,RS,"4315321",-29.35301,29° 21' 10.84'' S,-54.07197,54° 4' 19.11'' O,Santa Maria,Santa Maria
QUINZE DE NOVEMBRORS,Quinze de NovembroRS,Quinze de Novembro,RS,"4315354",-28.742,28° 44' 31.2'' S,-53.095,53° 5' 42.0'' O,Passo Fundo,Cruz Alta
REDENTORARS,RedentoraRS,Redentora,RS,"4315404",-27.66228,27° 39' 44.21'' S,-53.640194,53° 38' 24.7'' O,Ijuí,Três Passos
RELVADORS,RelvadoRS,Relvado,RS,"4315453",-29.1121,29° 6' 43.56'' S,-52.061375,52° 3' 40.95'' O,Santa Cruz do Sul - Lajeado,Encantado
RESTINGA SÊCARS,Restinga SêcaRS,Restinga Sêca,RS,"4315503",-29.813,29° 48' 46.8'' S,-53.375,53° 22' 30.0'' O,Santa Maria,Santa Maria
RIO DOS ÍNDIOSRS,Rio dos ÍndiosRS,Rio dos Índios,RS,"4315552",-27.299849,27° 17' 59.45'' S,-52.840694,52° 50' 26.5'' O,Passo Fundo,Nonoai
